minutes,both,firstonly
65520, 48271, 6304
65530, 48273, 6306
65540, 48274, 6306
65550, 48282, 6304
65560, 48285, 6301
65570, 48290, 6299
65580, 48293, 6298
65590, 48298, 6297
65600, 48299, 6298
65610, 48303, 6295
65620, 48310, 6290
65630, 48314, 6291
65640, 48317, 6291
65650, 48321, 6290
65660, 48325, 6289
65670, 48330, 6288
65680, 48331, 6289
65690, 48333, 6290
65700, 48336, 6291
65710, 48341, 6290
65720, 48342, 6289
65730, 48349, 6284
65740, 48354, 6284
65750, 48359, 6280
65760, 48360, 6282
65770, 48368, 6281
65780, 48372, 6280
65790, 48374, 6279
65800, 48379, 6276
65810, 48381, 6277
65820, 48386, 6274
65830, 48389, 6273
65840, 48392, 6273
